temperature,humidity,wind_speed,pressure,visibility,dew_point,cloud_cover,region,season,weather_condition
28.3,66,38.85,1012.9,4.1,27.1,22,North,Summer,Stormy
16.8,35,29.09,1025.8,10.0,14.3,58,West,Summer,Stormy
14.2,55,13.99,1010.6,8.6,8.6,80,North,Autumn,Stormy
12.8,37,3.71,1013.7,3.3,7.0,48,South,Monsoon,Stormy
33.9,33,20.67,1028.2,2.8,28.1,54,South,Autumn,Sunny
20.0,50,8.54,1010.7,3.8,19.2,74,South,Summer,Stormy
37.3,60,21.46,996.6,5.1,29.8,27,South,Summer,Stormy
20.7,50,33.41,1026.7,8.7,11.6,70,North,Summer,Stormy
11.3,54,24.63,1023.2,8.0,6.2,71,West,Autumn,Stormy
16.1,44,25.35,990.8,8.7,8.9,92,East,Winter,Cloudy
34.9,64,21.64,1011.7,3.4,25.8,24,South,Monsoon,Stormy
23.8,78,37.09,1012.8,6.3,17.4,6,North,Monsoon,Stormy
20.6,72,37.28,1026.7,3.5,13.9,85,West,Winter,Stormy
26.3,70,20.51,1012.9,2.0,19.1,72,North,Monsoon,Stormy
29.0,66,12.23,1014.7,7.2,26.4,74,South,Winter,Stormy
33.9,86,18.38,1015.0,2.3,28.1,33,South,Autumn,Stormy
36.6,71,7.46,1008.3,7.0,28.2,90,West,Summer,Stormy
22.1,76,25.45,1026.0,6.8,19.1,21,North,Winter,Stormy
14.4,90,20.0,1005.1,8.3,5.4,66,South,Winter,Stormy
21.7,43,4.13,1008.1,2.3,15.5,49,South,Summer,Stormy
27.1,97,7.91,1012.9,8.1,22.9,47,East,Summer,Stormy
17.3,82,19.19,999.6,10.0,11.1,71,East,Monsoon,Rainy
17.3,63,35.5,1030.7,8.7,13.3,69,South,Winter,Stormy
27.8,53,22.66,1013.0,7.8,19.4,56,East,Summer,Stormy
24.6,49,27.26,1021.2,7.0,19.8,24,East,Monsoon,Stormy
25.3,98,13.56,1003.4,4.8,16.3,65,South,Autumn,Stormy
18.9,59,22.86,1020.1,7.6,13.8,15,North,Winter,Stormy
23.2,36,17.9,1021.0,7.5,16.6,57,North,Autumn,Stormy
17.6,65,26.37,1022.4,6.7,7.6,40,North,Summer,Stormy
32.1,67,2.02,1032.0,8.2,30.6,50,West,Summer,Stormy
33.3,81,19.73,1007.4,5.0,25.9,20,North,Winter,Stormy
10.2,44,11.84,1011.1,2.1,8.8,78,West,Autumn,Stormy
17.6,75,13.05,1004.5,6.0,9.2,55,West,Summer,Stormy
13.0,52,38.44,1012.0,3.4,7.0,97,East,Winter,Cloudy
19.8,41,7.31,1019.6,4.5,10.4,46,West,Winter,Stormy
24.3,73,12.45,1019.1,1.2,15.6,42,West,Winter,Stormy
13.4,44,20.4,1029.4,4.4,12.7,83,West,Summer,Cloudy
17.6,78,34.52,1017.9,8.3,16.2,30,West,Summer,Stormy
17.0,50,16.67,1013.0,5.9,11.0,14,East,Winter,Stormy
26.7,44,29.75,1002.1,1.1,21.5,47,South,Monsoon,Stormy
25.6,43,34.25,1021.7,5.2,23.9,61,West,Winter,Stormy
19.2,71,12.4,1011.4,3.6,17.9,91,South,Winter,Stormy
26.4,44,15.71,1021.9,5.3,20.8,69,North,Winter,Stormy
20.6,92,14.26,1008.8,4.6,20.1,2,North,Monsoon,Stormy
22.8,97,33.31,1025.0,9.4,14.1,37,South,Autumn,Stormy
38.4,56,1.77,1016.9,1.4,30.3,86,South,Summer,Cloudy
35.7,82,12.34,1022.9,7.2,27.8,57,North,Summer,Stormy
14.6,81,27.18,1016.9,8.7,14.4,66,East,Autumn,Stormy
31.6,92,22.62,1003.7,9.6,31.1,44,East,Winter,Stormy
31.5,82,17.45,1009.3,2.6,26.0,43,West,Winter,Stormy
15.8,86,21.6,1000.2,5.8,5.9,7,East,Summer,Stormy
31.6,81,7.9,1014.8,1.4,28.2,65,East,Winter,Stormy
37.3,72,17.23,998.4,5.5,33.9,70,West,Autumn,Stormy
16.0,36,20.07,1015.9,2.1,14.7,60,West,Summer,Stormy
17.7,71,36.05,976.8,8.5,11.0,16,East,Monsoon,Stormy
33.1,33,10.43,1021.1,2.0,26.6,70,South,Winter,Sunny
27.2,98,34.71,1002.0,5.6,26.2,96,West,Autumn,Rainy
29.4,34,25.77,1003.5,5.7,24.7,35,South,Summer,Stormy
27.7,70,0.81,1026.7,9.7,21.0,67,North,Summer,Stormy
28.1,33,28.99,1016.2,6.9,23.2,79,West,Monsoon,Stormy
14.4,31,1.42,1021.5,3.6,7.7,20,South,Winter,Stormy
33.4,96,39.9,1002.9,3.2,25.2,81,West,Monsoon,Rainy
34.4,50,34.91,1022.6,2.2,27.5,45,West,Autumn,Sunny
23.2,99,11.89,1011.6,7.8,17.0,45,West,Summer,Stormy
24.7,72,10.3,1014.2,7.2,16.2,91,West,Summer,Stormy
12.8,98,15.26,1027.9,6.5,3.8,15,South,Monsoon,Stormy
29.1,38,14.25,1001.4,1.4,25.2,21,South,Monsoon,Stormy
29.6,57,14.89,1022.1,7.9,27.9,5,South,Monsoon,Stormy
24.5,55,12.73,1016.9,6.8,16.3,93,North,Winter,Cloudy
34.0,32,24.85,1010.9,9.7,31.9,55,West,Summer,Sunny
22.3,78,6.57,1002.1,6.3,13.0,44,West,Winter,Stormy
29.5,46,33.84,1010.8,3.7,29.3,57,South,Autumn,Stormy
16.8,92,32.5,1004.8,4.4,7.6,27,South,Winter,Stormy
24.8,84,19.06,1024.9,2.6,18.9,16,West,Monsoon,Stormy
23.6,52,34.11,1013.9,7.5,15.9,35,West,Autumn,Stormy
26.8,63,9.89,1006.2,7.4,22.8,11,North,Autumn,Stormy
22.0,98,0.7,998.6,2.8,12.1,49,West,Winter,Stormy
23.9,44,24.77,1008.4,2.4,21.6,58,South,Winter,Stormy
31.6,76,18.32,1025.4,1.7,29.0,11,North,Monsoon,Stormy
21.5,32,22.69,1014.1,9.2,21.0,99,East,Monsoon,Cloudy
12.1,57,35.97,1011.2,3.1,2.7,61,East,Autumn,Stormy
39.0,32,38.8,1030.0,4.1,34.4,39,West,Monsoon,Sunny
36.1,33,25.38,1008.9,3.5,29.4,92,South,Summer,Cloudy
14.7,60,30.56,1004.9,4.7,7.8,1,West,Summer,Stormy
30.5,74,3.35,1017.0,7.4,21.8,92,South,Autumn,Stormy
21.0,88,6.43,1017.2,8.8,14.4,93,South,Winter,Rainy
27.1,74,29.33,1007.1,2.6,21.5,99,South,Winter,Stormy
27.4,66,17.25,1005.0,7.2,20.3,24,East,Summer,Stormy
23.1,94,17.84,1027.5,4.2,15.6,84,West,Winter,Rainy
18.7,38,12.34,1008.7,9.8,16.8,85,West,Monsoon,Cloudy
19.5,46,24.29,998.5,3.7,18.4,73,East,Summer,Stormy
17.7,94,7.41,1014.9,1.1,17.0,30,South,Autumn,Stormy
18.3,32,25.08,1021.9,5.6,14.6,46,North,Winter,Stormy
24.5,55,6.95,1011.1,2.4,19.5,59,North,Autumn,Stormy
19.3,82,2.55,1018.4,1.4,13.1,72,East,Autumn,Rainy
30.5,60,13.21,1002.5,7.3,20.9,97,North,Winter,Stormy
36.9,55,9.25,1019.3,7.6,33.6,40,South,Winter,Sunny
20.4,52,35.56,1003.4,5.1,12.8,49,South,Summer,Stormy
26.9,59,2.2,1016.1,7.1,21.6,22,West,Summer,Stormy
29.0,39,7.06,1020.7,5.8,26.8,11,South,Autumn,Stormy
28.8,93,21.95,1014.0,6.7,22.6,70,South,Autumn,Stormy
25.6,51,19.24,1000.6,6.4,15.9,95,South,Summer,Cloudy
30.9,44,1.83,1001.1,7.0,29.7,82,North,Autumn,Cloudy
28.9,85,0.29,1028.9,2.8,23.8,21,North,Monsoon,Stormy
15.1,49,39.52,1005.3,3.4,14.6,55,East,Winter,Stormy
32.0,76,26.35,1020.7,5.0,28.8,15,East,Winter,Stormy
32.1,82,14.62,1014.2,5.0,25.9,57,North,Monsoon,Stormy
18.9,82,18.82,1003.0,8.0,10.5,71,West,Summer,Rainy
25.3,30,10.66,1007.7,4.3,18.0,93,West,Summer,Cloudy
30.5,31,13.79,1030.0,2.5,25.9,50,North,Autumn,Stormy
23.3,87,25.96,1047.9,3.3,14.2,5,East,Autumn,Stormy
33.6,48,35.31,1009.8,2.9,30.6,1,West,Summer,Sunny
43.9,91,7.37,1009.1,7.6,36.4,61,South,Autumn,Stormy
18.7,41,33.61,996.6,5.2,14.0,97,West,Monsoon,Cloudy
14.0,55,4.86,996.5,7.4,5.0,92,West,Winter,Cloudy
27.4,56,8.6,1004.4,4.7,19.4,41,West,Monsoon,Stormy
30.8,58,1.49,1008.5,9.0,21.8,42,East,Winter,Stormy
23.2,44,5.63,1012.7,9.9,21.1,51,East,Winter,Stormy
36.6,75,36.69,1019.9,7.0,29.9,57,North,Autumn,Stormy
14.3,30,18.38,1015.2,8.8,6.9,19,West,Autumn,Stormy
30.5,89,3.11,1020.1,5.6,23.1,55,East,Winter,Stormy
20.2,86,38.39,1006.9,9.4,15.2,66,East,Autumn,Stormy
38.8,32,35.16,1012.3,8.5,38.7,58,North,Monsoon,Sunny
40.9,47,30.19,1009.4,9.9,38.3,47,South,Summer,Sunny
18.9,81,37.34,1000.3,6.6,15.7,34,South,Autumn,Stormy
20.6,89,8.81,993.3,8.0,12.1,7,West,Autumn,Stormy
31.9,63,33.45,1006.3,5.9,23.5,75,South,Autumn,Stormy
21.9,89,27.6,988.2,3.3,20.9,31,North,Summer,Stormy
24.6,55,34.79,1001.7,4.2,15.1,92,East,Monsoon,Cloudy
25.2,48,31.88,1018.5,9.0,23.4,44,South,Winter,Stormy
9.6,51,13.86,1014.8,1.5,5.5,84,West,Monsoon,Cloudy
24.9,62,30.98,1013.2,6.3,22.7,66,West,Autumn,Stormy
19.5,67,10.5,1024.8,4.4,10.9,26,East,Summer,Stormy
21.1,64,13.14,1005.7,4.5,13.6,2,West,Monsoon,Stormy
36.5,96,4.32,1019.8,9.0,33.0,56,North,Autumn,Stormy
14.9,39,37.4,1004.9,8.7,8.1,64,South,Autumn,Stormy
31.5,44,11.64,1015.8,6.4,29.7,19,West,Winter,Stormy
22.8,40,20.82,1014.5,3.5,19.0,70,South,Summer,Stormy
22.8,53,15.65,1015.1,5.3,19.0,40,East,Winter,Stormy
31.3,33,38.4,1009.1,4.7,28.9,0,South,Monsoon,Stormy
27.7,42,13.4,1016.2,4.2,18.9,73,North,Winter,Stormy
29.6,86,31.14,1017.0,1.9,22.8,75,East,Monsoon,Rainy
32.7,66,34.22,998.7,5.9,29.9,3,West,Autumn,Stormy
22.3,77,17.42,1021.5,3.7,19.9,70,East,Summer,Stormy
20.1,30,15.13,1000.6,6.9,19.9,9,South,Summer,Stormy
16.3,89,29.91,1004.2,3.9,12.8,85,South,Autumn,Rainy
18.4,41,36.52,1015.4,4.9,13.1,88,South,Summer,Cloudy
48.6,50,30.2,1019.0,1.5,45.8,28,South,Winter,Sunny
35.0,40,9.09,1015.2,9.9,28.0,14,East,Monsoon,Sunny
14.2,73,35.53,1016.3,5.6,10.1,18,East,Monsoon,Stormy
14.4,87,15.5,1001.6,1.2,11.2,57,South,Monsoon,Stormy
28.9,73,23.05,1007.8,5.9,19.5,52,West,Winter,Stormy
29.4,63,33.26,992.5,8.8,26.8,45,East,Monsoon,Stormy
29.4,54,7.54,1003.8,8.0,25.4,17,North,Summer,Stormy
23.0,33,31.38,999.6,7.3,19.2,2,East,Monsoon,Stormy
24.0,93,23.85,1013.1,2.3,21.6,69,North,Winter,Stormy
27.6,45,35.73,1036.6,6.9,25.4,21,West,Summer,Stormy
25.7,39,6.88,1020.6,7.9,22.7,54,North,Autumn,Stormy
7.2,95,16.83,990.6,6.2,-1.4,63,North,Summer,Stormy
23.2,64,33.31,997.8,9.0,15.5,40,West,Winter,Stormy
18.2,35,0.77,1000.0,3.5,11.4,94,South,Summer,Cloudy
26.4,48,4.49,995.4,3.2,21.8,84,East,Monsoon,Cloudy
48.9,88,39.62,1010.2,8.8,43.8,7,West,Winter,Stormy
27.9,82,11.22,1015.3,6.6,25.2,64,North,Autumn,Stormy
22.5,37,39.02,1000.1,1.0,21.8,2,South,Monsoon,Stormy
32.4,39,7.3,1010.8,4.2,29.1,28,East,Winter,Sunny
28.9,96,14.44,1015.2,8.7,23.9,69,West,Winter,Stormy
28.4,67,30.11,1020.0,1.2,27.8,96,East,Autumn,Stormy
29.9,58,26.31,1014.6,1.0,29.0,17,South,Autumn,Stormy
41.5,44,23.24,1016.3,3.5,38.9,57,East,Winter,Sunny
16.0,52,21.2,1012.6,9.2,12.3,0,South,Autumn,Stormy
28.8,75,33.74,1002.9,9.1,24.9,21,West,Autumn,Stormy
17.6,57,9.4,1005.0,5.7,16.4,94,South,Monsoon,Cloudy
29.4,55,17.7,999.8,6.0,27.1,22,West,Winter,Stormy
17.7,39,6.22,1028.0,4.0,15.1,7,South,Summer,Stormy
21.7,76,23.84,998.3,3.2,21.0,28,East,Monsoon,Stormy
22.6,33,10.02,1022.5,8.3,19.3,43,South,Winter,Stormy
32.8,84,13.35,998.4,2.0,32.1,61,South,Winter,Stormy
32.3,95,18.85,1020.7,5.4,25.3,18,East,Monsoon,Stormy
15.0,96,1.07,1022.7,6.7,11.1,58,North,Autumn,Stormy
25.4,36,3.68,1024.5,1.9,22.1,79,South,Summer,Stormy
19.3,84,27.44,1002.6,5.7,18.0,18,West,Summer,Stormy
14.9,60,17.16,1014.6,6.2,12.6,21,South,Winter,Stormy
23.3,48,34.59,1007.0,7.7,21.0,82,North,Winter,Cloudy
22.5,57,27.79,1004.1,3.1,12.6,67,West,Summer,Stormy
44.4,57,0.32,1013.4,3.6,36.0,4,East,Winter,Sunny
28.5,48,24.67,1021.1,6.1,28.3,4,East,Summer,Stormy
14.0,49,3.75,1007.0,9.8,7.8,24,East,Autumn,Stormy
20.5,42,31.24,1016.3,3.0,17.9,23,West,Summer,Stormy
33.2,72,39.66,1003.9,9.9,32.2,0,South,Summer,Stormy
41.7,40,21.25,1002.6,7.4,34.6,27,West,Summer,Sunny
12.3,77,27.31,1009.8,8.4,11.0,46,West,Winter,Stormy
10.0,44,9.49,1010.4,1.8,5.6,84,North,Autumn,Cloudy
40.0,46,17.5,1019.7,3.7,33.7,59,West,Monsoon,Sunny
28.1,83,34.24,1000.5,1.5,22.6,18,East,Monsoon,Stormy
18.1,79,6.7,1034.6,4.3,8.3,86,West,Summer,Stormy
29.3,57,10.62,995.1,9.8,21.4,13,North,Winter,Stormy
3.9,33,17.82,1015.3,1.9,-3.8,69,West,Monsoon,Stormy
25.0,51,28.49,1010.1,6.1,21.4,95,West,Monsoon,Cloudy
27.6,68,15.04,1006.5,1.1,27.5,95,East,Summer,Stormy
32.4,63,37.11,1011.2,7.4,25.1,7,West,Summer,Stormy
16.9,73,3.78,1019.7,2.8,6.9,36,South,Winter,Stormy
25.7,71,14.83,1021.3,2.2,21.6,85,East,Monsoon,Stormy
17.6,69,28.36,1010.8,4.0,7.7,71,North,Summer,Stormy
27.0,41,9.04,1016.3,7.9,25.6,9,North,Autumn,Stormy
17.8,31,26.26,999.7,2.0,14.8,66,North,Autumn,Stormy
21.7,57,6.57,1011.2,3.1,20.0,12,West,Autumn,Stormy
17.0,96,2.24,1016.9,1.1,12.2,38,South,Summer,Stormy
30.2,39,4.84,990.2,9.7,22.2,63,East,Winter,Stormy
31.9,86,37.2,1013.8,6.3,28.5,29,South,Autumn,Stormy
23.1,66,22.07,1011.3,7.5,14.0,3,South,Autumn,Stormy
25.3,93,31.85,1025.7,6.9,19.9,44,North,Autumn,Stormy
13.4,69,13.31,1014.7,2.3,8.7,5,North,Summer,Stormy
22.6,89,23.71,1017.8,6.4,14.7,15,South,Summer,Stormy
24.6,77,19.8,1010.3,2.2,23.6,21,South,Summer,Stormy
46.0,48,37.83,1019.3,4.6,38.3,90,East,Autumn,Cloudy
16.1,62,29.9,1018.6,6.1,13.7,20,North,Summer,Stormy
36.7,73,29.22,999.9,6.0,33.9,92,North,Summer,Stormy
33.0,66,1.85,1016.1,2.1,27.0,64,West,Winter,Stormy
27.2,65,21.99,1024.8,1.3,18.2,29,North,Summer,Stormy
39.1,50,18.68,1022.8,8.2,33.3,23,East,Monsoon,Sunny
28.0,31,37.11,1013.3,7.5,21.5,63,West,Summer,Stormy
28.1,60,10.29,1016.2,1.7,20.3,12,East,Summer,Stormy
24.6,59,10.79,1022.1,2.1,22.0,93,North,Monsoon,Cloudy
34.8,73,16.45,1001.6,9.0,26.5,25,North,Monsoon,Stormy
33.8,41,9.73,1017.7,7.9,29.6,97,South,Summer,Cloudy
20.0,80,5.17,993.3,10.0,18.2,19,South,Winter,Stormy
14.4,78,34.3,1021.6,3.3,10.9,60,East,Autumn,Stormy
23.4,53,22.33,1009.2,5.4,20.9,5,West,Monsoon,Stormy
18.6,53,34.45,1012.1,3.1,16.3,42,North,Winter,Stormy
24.5,89,33.25,1007.4,6.6,21.7,48,South,Summer,Stormy
34.9,40,11.28,1012.6,2.0,33.1,8,South,Summer,Sunny
21.3,42,21.91,1015.6,2.1,14.6,36,North,Monsoon,Stormy
24.7,93,3.33,1020.5,1.6,18.9,15,North,Monsoon,Stormy
25.5,49,36.61,1026.0,7.2,19.0,3,West,Winter,Stormy
31.8,57,16.17,1013.5,5.4,28.4,31,South,Summer,Stormy
7.0,31,15.75,996.4,6.6,-0.7,83,West,Monsoon,Cloudy
20.1,72,12.11,1026.1,8.9,18.8,92,West,Monsoon,Stormy
26.7,37,18.43,998.3,7.7,21.0,94,North,Autumn,Cloudy
34.6,42,10.07,1008.8,5.2,31.8,16,West,Monsoon,Sunny
21.1,64,14.99,1008.1,9.9,15.8,40,North,Winter,Stormy
10.0,52,32.0,1013.1,5.1,6.8,88,East,Summer,Cloudy
30.0,75,33.37,1000.4,2.0,22.1,44,West,Monsoon,Stormy
19.9,44,12.17,999.9,9.9,11.0,15,South,Autumn,Stormy
15.5,31,18.76,1012.8,1.2,8.1,19,South,Monsoon,Stormy
20.0,90,34.95,1005.0,5.9,18.2,41,East,Monsoon,Stormy
23.5,93,2.11,1026.5,3.8,20.8,9,East,Summer,Stormy
20.2,81,35.57,1007.5,5.5,11.0,51,West,Autumn,Stormy
7.4,65,8.77,1002.7,6.0,3.0,59,South,Winter,Stormy
32.2,96,27.14,1029.7,3.2,22.8,47,South,Winter,Stormy
35.2,98,23.3,1017.7,6.0,31.3,22,North,Summer,Stormy
30.2,96,22.12,1040.2,7.8,20.7,32,North,Winter,Stormy
15.9,76,34.37,993.8,3.4,6.6,76,South,Winter,Stormy
23.4,31,4.06,1015.1,4.5,16.8,24,North,Monsoon,Stormy
24.9,73,13.88,1017.9,3.4,24.8,49,North,Winter,Stormy
29.8,93,21.53,1013.3,8.4,25.8,99,North,Autumn,Rainy
30.3,57,32.45,1009.4,7.5,21.2,87,East,Monsoon,Cloudy
19.1,83,8.66,1025.5,8.8,10.2,69,South,Winter,Stormy
25.7,96,32.12,1017.7,2.5,23.8,78,South,Autumn,Rainy
28.7,65,15.99,996.1,1.7,24.7,54,South,Monsoon,Stormy
36.6,92,7.56,1004.3,2.1,28.2,97,North,Autumn,Rainy
30.6,54,30.36,1001.4,2.4,24.8,67,West,Summer,Stormy
31.3,77,3.64,1011.8,5.8,22.8,77,West,Summer,Stormy
25.7,68,20.59,1022.5,9.7,17.4,3,North,Winter,Stormy
36.3,76,2.56,1009.2,4.2,27.2,27,East,Autumn,Stormy
28.3,50,14.26,1010.5,9.6,27.1,28,East,Monsoon,Stormy
18.1,59,24.04,1003.2,1.3,16.6,81,South,Autumn,Cloudy
36.2,60,22.24,1020.6,9.3,35.4,83,West,Autumn,Stormy
30.6,55,16.19,1025.3,2.6,21.2,47,East,Summer,Stormy
21.5,51,17.16,1012.7,9.2,16.7,95,West,Summer,Cloudy
21.2,50,9.07,1028.8,1.5,20.6,71,West,Winter,Stormy
27.4,30,18.24,1007.6,9.5,24.2,12,East,Autumn,Stormy
28.7,66,38.13,999.0,2.8,25.2,42,North,Autumn,Stormy
26.6,75,34.02,1021.0,3.7,18.5,8,South,Monsoon,Stormy
27.5,38,5.81,1012.0,5.4,20.1,39,South,Monsoon,Stormy
38.6,46,1.19,1007.2,4.4,31.7,45,East,Summer,Sunny
33.6,76,37.34,1013.8,7.0,33.4,57,North,Autumn,Stormy
26.5,88,21.07,997.2,9.8,17.4,96,East,Winter,Rainy
32.5,83,21.51,995.5,6.5,30.3,55,East,Summer,Stormy
16.7,41,31.23,1013.9,7.5,10.4,11,West,Autumn,Stormy
28.2,93,12.59,1017.3,1.8,27.6,24,West,Summer,Stormy
39.5,35,19.28,1026.9,6.7,38.7,88,South,Winter,Cloudy
23.3,82,38.75,1021.9,5.1,23.2,15,West,Autumn,Stormy
18.2,45,26.89,1019.4,9.0,12.5,50,West,Winter,Stormy
19.8,34,6.15,1025.7,4.5,13.5,79,North,Autumn,Stormy
16.3,75,5.33,1017.9,7.1,15.8,98,East,Autumn,Stormy
18.7,43,8.17,1009.6,3.1,15.8,86,East,Winter,Cloudy
22.0,73,30.67,1022.1,3.3,13.5,71,North,Monsoon,Stormy
13.8,92,11.82,1021.8,4.4,12.8,52,West,Winter,Stormy
25.1,81,0.86,1012.9,3.7,22.9,51,West,Winter,Stormy
32.2,55,37.77,1001.0,3.3,28.0,66,East,Summer,Sunny
17.7,82,6.79,995.1,1.4,9.3,23,South,Winter,Stormy
37.2,58,0.38,1021.4,8.5,34.7,85,East,Winter,Cloudy
29.1,48,9.49,1017.8,1.6,19.1,13,South,Summer,Stormy
33.2,76,9.4,1019.2,9.0,29.6,21,West,Monsoon,Stormy
19.7,37,16.88,1021.8,2.1,15.8,97,South,Winter,Cloudy
31.8,52,36.82,1004.0,1.6,30.6,99,South,Summer,Cloudy
16.3,64,35.17,994.2,6.1,9.5,30,South,Monsoon,Stormy
32.1,82,18.28,1018.2,5.5,29.7,84,South,Monsoon,Rainy
26.4,87,16.44,1025.0,5.4,20.1,57,South,Winter,Stormy
29.4,34,22.2,1016.5,6.2,27.2,68,East,Monsoon,Stormy
15.6,45,9.74,998.1,3.6,11.7,18,North,Winter,Stormy
17.8,46,2.09,1015.4,7.0,9.2,52,West,Monsoon,Stormy
29.8,61,37.57,1001.8,5.5,22.4,84,East,Monsoon,Stormy
17.4,81,7.47,997.6,4.0,15.9,1,North,Monsoon,Stormy
28.7,49,7.94,1012.9,8.4,22.6,52,East,Winter,Stormy
14.1,95,18.9,1014.6,7.5,7.8,66,North,Monsoon,Stormy
31.8,30,19.66,1012.0,4.5,30.9,46,East,Autumn,Stormy
15.1,87,0.74,1017.4,8.6,10.4,52,West,Summer,Stormy
29.4,73,5.92,1005.1,9.3,26.8,56,West,Summer,Stormy
30.0,35,15.13,1013.9,5.8,25.3,93,South,Autumn,Cloudy
19.4,79,27.35,1008.1,2.9,11.6,97,North,Monsoon,Stormy
29.7,49,9.14,1010.5,9.2,28.1,24,East,Autumn,Stormy
27.1,43,16.92,1015.7,2.7,25.9,34,South,Winter,Stormy
20.7,34,22.29,1023.6,1.4,18.0,28,East,Summer,Stormy
16.9,70,35.54,1015.9,3.9,7.4,75,West,Monsoon,Stormy
9.3,69,13.04,1019.2,7.5,1.8,86,West,Summer,Stormy
27.8,63,5.34,1013.1,9.3,27.6,91,North,Autumn,Stormy
12.5,74,19.57,1017.9,6.7,8.5,16,East,Autumn,Stormy
25.8,56,29.87,1023.3,9.6,23.2,79,East,Summer,Stormy
22.9,73,4.39,1031.8,1.8,16.5,48,South,Summer,Stormy
30.4,62,16.99,1025.1,1.5,25.8,55,West,Summer,Stormy
22.6,62,0.71,1012.4,6.4,13.0,72,South,Summer,Stormy
22.4,73,1.34,1024.4,9.7,20.2,2,South,Autumn,Stormy
30.9,49,19.32,1018.5,5.5,25.0,21,North,Monsoon,Stormy
27.7,65,11.93,1006.9,1.5,20.7,94,South,Summer,Stormy
27.5,36,33.8,1018.6,3.0,19.2,13,North,Monsoon,Stormy
28.8,61,24.09,1001.7,3.2,24.7,2,West,Summer,Stormy
12.7,96,18.16,1018.6,4.0,5.8,37,South,Winter,Stormy
31.1,68,16.32,1030.5,1.4,28.1,86,South,Monsoon,Stormy
29.9,53,19.89,1021.2,9.1,25.5,20,South,Winter,Stormy
16.9,99,1.62,1025.0,5.6,7.9,50,South,Autumn,Stormy
23.0,83,35.71,1009.2,7.0,13.5,23,West,Winter,Stormy
24.7,67,39.93,1017.8,1.6,17.5,95,North,Autumn,Stormy
23.9,61,7.26,1020.0,1.5,20.2,44,West,Summer,Stormy
27.7,74,4.82,1009.9,6.3,19.5,68,North,Autumn,Stormy
36.5,90,5.74,1019.8,9.0,36.2,96,North,Summer,Rainy
33.7,99,26.44,1017.5,5.8,32.7,43,South,Summer,Stormy
14.5,82,26.46,1019.9,8.9,7.9,46,South,Summer,Stormy
30.0,80,33.92,1002.7,8.3,27.1,56,South,Autumn,Stormy
35.6,85,30.07,1025.8,1.7,26.1,18,North,Summer,Stormy
28.1,56,17.99,1017.5,2.8,23.7,33,East,Winter,Stormy
33.7,67,24.51,1011.8,6.9,29.4,2,East,Winter,Stormy
41.1,91,27.53,1012.1,5.0,34.3,38,East,Summer,Stormy
33.2,47,20.51,1012.6,3.6,25.5,91,West,Summer,Cloudy
27.0,93,19.03,1004.7,4.8,22.2,74,North,Monsoon,Rainy
33.4,59,25.8,1024.9,5.0,31.3,59,East,Autumn,Sunny
26.2,78,22.3,1022.6,9.2,18.5,9,North,Monsoon,Stormy
25.2,70,25.76,1023.3,1.9,22.0,39,North,Winter,Stormy
22.2,42,24.51,1028.1,3.5,20.4,1,West,Autumn,Stormy
37.5,63,28.77,1014.9,5.8,31.2,44,South,Winter,Stormy
18.5,54,25.71,996.4,7.3,17.6,26,South,Autumn,Stormy
37.3,95,20.79,1019.3,6.7,27.6,52,West,Autumn,Stormy
29.0,47,27.27,1018.9,9.5,22.7,8,West,Autumn,Stormy
13.8,34,17.98,1028.5,8.2,3.9,0,North,Winter,Stormy
27.9,48,9.67,1023.8,6.0,24.5,32,East,Summer,Stormy
8.2,71,0.06,1014.3,2.9,-1.5,37,North,Winter,Stormy
30.0,47,22.4,1011.6,5.1,28.5,56,North,Autumn,Stormy
32.1,61,23.63,1023.0,7.2,31.7,32,East,Winter,Stormy
20.3,50,38.88,986.5,8.5,20.0,47,South,Winter,Stormy
26.0,39,14.46,1015.4,9.6,21.4,2,North,Monsoon,Stormy
40.6,66,15.77,1022.5,6.4,39.8,31,South,Autumn,Stormy
21.0,78,8.07,1011.8,5.7,15.9,76,South,Winter,Stormy
16.5,42,2.82,1009.2,1.2,13.2,20,South,Autumn,Stormy
36.9,84,30.91,1015.9,1.6,33.5,67,North,Winter,Stormy
40.7,46,9.99,1026.5,2.4,34.3,16,East,Monsoon,Sunny
25.0,38,24.36,1017.5,1.5,23.4,41,East,Winter,Stormy
33.1,73,27.51,1006.2,4.6,25.4,67,South,Summer,Stormy
35.7,75,18.85,1025.2,4.0,29.9,83,South,Autumn,Stormy
19.1,37,35.05,1027.1,6.7,10.0,11,East,Monsoon,Stormy
21.1,66,17.75,1004.9,5.8,17.5,89,West,Winter,Stormy
34.8,48,11.4,1041.0,6.4,25.0,44,West,Monsoon,Sunny
38.5,92,35.84,1013.0,5.2,32.7,35,South,Winter,Stormy
29.5,75,34.46,1022.5,3.5,19.8,79,East,Autumn,Stormy
18.0,55,6.56,1020.3,9.6,17.7,50,West,Winter,Stormy
40.9,75,1.04,1006.0,1.8,33.6,6,East,Monsoon,Stormy
20.8,75,3.6,1008.5,9.5,12.6,32,North,Summer,Stormy
22.3,43,11.46,1013.7,3.8,21.8,47,South,Monsoon,Stormy
27.7,92,38.89,994.3,5.6,21.9,65,West,Summer,Stormy
37.4,32,22.34,1021.2,2.0,29.4,32,South,Summer,Sunny
